,Loyalty_Program_Status,Gender,CustomerSatisfaction,Installment_Number,Total_Installments,Installment_Amount,Principal_Amount,Interest_Amount,Amount_Due,Currency,Payment_Method,Order Status,Delay_Days,Repayment_Status,Total_Loans,Segment,Quantity,Unit Price,Total Amount,Discount Applied (%),Tax (%),Payment_Mode,Month Order Count,Avg Qantity,Cancelled Order Per Customer,Order Channel,ProductCategory,ProductBrand,ProductCategory2,Cost Price,Discount (%),PurchaseFrequency,Stock Status,Product Status,Customers_Location,Customer_Duration,Age_Group,installment_to_principal_ratio,interest_to_amount_due_ratio,remaining_installments,amount_per_unit,loans_per_purchase_cycle
1026,Platinum,FEMALE,4,2,9,394.59,3458.75,92.57,394.59,EUR,Debit Card,Delivered,0,On-Time,1,Retail,8,177,1418,0,0,Mobile Money,1,8,0,Online,Smart Watches,Samsung,Smart Watches,1393,5,17,In Stock,Active,"Philadelphia, Pennsylvania",Old Customer,Middle age,0.11408456812432237,0.2345979370992676,7,177.25,0.058823529411764705
1027,Platinum,MALE,2,8,9,51.4,441.11,21.46,51.4,EUR,Wallet,Delivered,0,On-Time,1,SME,3,145,435,10,0,Debit Card,1,3,0,Online,Smartphones,Samsung,Smartphones,478,10,7,In Stock,Inactive,"Philadelphia, Pennsylvania",Old Customer,Young,0.11652422298292942,0.41750972762645916,1,145.0,0.14285714285714285
1028,Silver,FEMALE,3,2,12,299.42,3434.44,158.64,299.42,NGN,Wallet,Pending,0,On-Time,1,Retail,5,529,2644,0,0,Credit Card,1,5,0,Online,Smart Watches,HP,Smart Watches,906,0,14,In Stock,Active,"Roseville, Minnesota",Old Customer,Middle age,0.08718160748186021,0.5298243270322623,10,528.8,0.07142857142857142
1029,Platinum,MALE,5,3,12,107.7,1244.41,47.94,107.7,USD,Debit Card,Cancelled,0,On-Time,1,Retail,2,844,1689,15,8,Debit Card,1,2,1,Online,Headphones,Samsung,Headphones,862,5,18,In Stock,Archived,"New York City, New York",Old Customer,Middle age,0.08654703835552591,0.445125348189415,9,844.5,0.05555555555555555
1030,Silver,MALE,4,4,9,128.35,1114.43,40.68,128.35,USD,Auto-Debit,Delivered,0,On-Time,1,Corporate,10,28,276,15,8,Credit Card,1,10,0,Online,Tablets,Sony,Tablets,336,15,13,Low Stock,Inactive,"Richmond, Kentucky",New Customer,Middle age,0.11517098426998554,0.3169458511881574,5,27.6,0.07692307692307693
1031,Silver,MALE,5,6,9,199.02,1751.04,24.45,199.02,USD,Debit Card,Cancelled,0,On-Time,1,Retail,8,496,3966,5,8,PayPal,1,8,1,Online,Headphones,Sony,Headphones,1015,20,12,In Stock,Active,"Plainfield, New Jersey",New Customer,Young,0.11365816885964913,0.12285197467591195,3,495.75,0.08333333333333333
1032,Bronze,MALE,3,8,12,73.25,849.07,29.93,73.25,EUR,Auto-Debit,Pending,0,On-Time,1,Retail,6,30,182,0,10,Credit Card,1,6,0,Online,Tablets,Samsung,Tablets,718,0,4,In Stock,Archived,"Plainfield, New Jersey",New Customer,Middle age,0.08627086105974772,0.4086006825938567,4,30.333333333333332,0.25
1033,Gold,MALE,3,6,9,539.68,4658.35,198.74,539.68,USD,Auto-Debit,Shipped,0,On-Time,1,Retail,7,191,1338,0,8,Cash,1,7,0,Offline,Headphones,HP,Headphones,702,10,5,In Stock,Active,"Chicago, Illinois",Old Customer,Middle age,0.11585217941975161,0.36825526237770534,3,191.14285714285714,0.2
1034,Silver,FEMALE,1,1,6,297.29,1689.75,77.8,297.29,USD,Debit Card,Returned,20,Late,1,SME,6,42,250,0,8,Credit Card,1,6,0,Online,Headphones,Samsung,Headphones,1126,10,1,In Stock,Inactive,"Los Angeles, California",Old Customer,Middle age,0.17593726882674954,0.26169733257089034,5,41.666666666666664,1.0
1035,Silver,FEMALE,4,9,12,125.54,1483.12,23.35,125.54,USD,Wallet,Shipped,0,On-Time,1,SME,2,290,580,10,0,Cash,1,2,0,Offline,Smart Watches,Apple,Smart Watches,321,20,4,In Stock,Inactive,"Los Angeles, California",Old Customer,Middle age,0.0846458816548897,0.18599649514099093,3,290.0,0.25
1036,Silver,MALE,3,3,3,1499.82,4294.51,204.95,1499.82,USD,Debit Card,Delivered,0,On-Time,1,Corporate,1,969,969,15,5,Cash,1,1,0,Offline,Smartphones,HP,Smartphones,1155,5,15,In Stock,Inactive,"Cranston, Rhode Island",New Customer,Young,0.3492412405606227,0.13664973130108946,0,969.0,0.06666666666666667
1037,Silver,MALE,2,1,3,102.89,266.68,11.68,102.89,USD,Wallet,Delivered,0,On-Time,1,Retail,10,668,6677,5,8,Mobile Money,1,10,0,Online,Tablets,Apple,Tablets,1456,20,5,In Stock,Active,"Peoria, Illinois",New Customer,Middle age,0.3858182090895455,0.1135192924482457,2,667.7,0.2
1038,Gold,FEMALE,4,4,6,375.21,2146.39,71.0,375.21,EUR,Debit Card,Pending,17,Late,1,SME,7,460,3222,5,0,Cash,1,7,0,Offline,Smartphones,Sony,Smartphones,422,15,18,In Stock,Active,"Montreal, Quebec",Old Customer,Young,0.17480979691481977,0.18922736600836865,2,460.2857142857143,0.05555555555555555
1039,Gold,FEMALE,1,1,6,246.54,1424.12,55.11,246.54,EUR,Wallet,Cancelled,0,On-Time,1,Corporate,7,773,5410,5,0,Credit Card,1,7,1,Online,Smartphones,Other Brands,Smartphones,738,10,4,In Stock,Archived,"Montreal, Quebec",Old Customer,Middle age,0.17311743392410753,0.22353370649793136,5,772.8571428571429,0.25
1040,Silver,FEMALE,4,2,6,377.6,2198.44,49.64,377.6,EUR,Debit Card,Delivered,0,On-Time,1,SME,7,164,1145,15,0,Cash,1,7,0,Offline,Laptops,Apple,Laptops,1138,10,10,In Stock,Archived,"Jacksonville, North Carolina",Old Customer,Young,0.17175815578319173,0.13146186440677965,4,163.57142857142858,0.1
1041,Platinum,MALE,2,12,12,416.46,4810.74,186.84,416.46,USD,Debit Card,Cancelled,0,On-Time,1,Retail,10,929,9289,0,10,Credit Card,1,10,1,Online,Smartphones,Apple,Smartphones,901,10,7,In Stock,Active,"New York City, New York",New Customer,Middle age,0.08656880230484292,0.4486385247082553,0,928.9,0.14285714285714285
1042,Silver,FEMALE,1,3,6,293.67,1741.39,20.65,293.67,USD,Debit Card,Pending,0,On-Time,1,Retail,1,164,164,15,0,Debit Card,1,1,0,Online,Laptops,Other Brands,Laptops,138,20,12,In Stock,Active,"New York City, New York",New Customer,Middle age,0.1686411429949638,0.07031702250825755,3,164.0,0.08333333333333333
1043,Bronze,FEMALE,1,5,9,320.94,2798.63,89.81,320.94,USD,Bank Transfer,Shipped,0,On-Time,1,SME,7,452,3162,5,0,Credit Card,1,7,0,Online,Laptops,Apple,Laptops,989,0,9,In Stock,Inactive,"Los Angeles, California",Old Customer,Old,0.11467753865284085,0.279834236929021,4,451.7142857142857,0.1111111111111111
1044,Silver,FEMALE,1,1,9,326.5,2901.53,36.99,326.5,NGN,Bank Transfer,Returned,0,On-Time,1,Retail,8,167,1337,15,8,PayPal,1,8,0,Online,Smart Watches,HP,Smart Watches,381,5,8,In Stock,Active,"Los Angeles, California",New Customer,Young,0.11252683928823758,0.11329249617151609,8,167.125,0.125
1045,Bronze,FEMALE,5,11,12,237.55,2770.56,80.04,237.55,NGN,Auto-Debit,Shipped,0,On-Time,1,Corporate,7,888,6213,15,5,Debit Card,1,7,0,Online,Smartphones,HP,Smartphones,904,10,7,In Stock,Archived,"Los Angeles, California",New Customer,Old,0.08574078886578887,0.33693959166491266,1,887.5714285714286,0.14285714285714285
1046,Gold,FEMALE,5,2,3,196.87,574.81,15.8,196.87,USD,Wallet,Delivered,0,On-Time,1,Corporate,1,538,538,10,10,PayPal,1,1,0,Online,Tablets,Sony,Tablets,270,0,4,In Stock,Active,"Los Angeles, California",New Customer,Old,0.3424957812146623,0.08025600650175242,1,538.0,0.25
1047,Bronze,MALE,2,12,12,246.82,2906.47,55.43,246.82,USD,Debit Card,Delivered,0,On-Time,1,Retail,1,540,540,5,10,Credit Card,1,1,0,Online,Laptops,Samsung,Laptops,72,10,12,In Stock,Archived,"Los Angeles, California",New Customer,Young,0.08492088340839575,0.2245766145369095,0,540.0,0.08333333333333333
1048,Bronze,FEMALE,4,1,3,491.52,1414.41,60.14,491.52,NGN,Bank Transfer,Pending,46,Late,1,SME,5,862,4310,0,5,Credit Card,1,5,0,Online,Smartphones,Sony,Smartphones,488,20,6,In Stock,Active,"Oxnard, California",New Customer,Young,0.34750885528241454,0.12235514322916667,2,862.0,0.16666666666666666
1049,Silver,FEMALE,5,7,12,218.65,2572.13,51.69,218.65,NGN,Debit Card,Cancelled,0,On-Time,1,Corporate,8,874,6990,15,5,PayPal,1,8,1,Online,Headphones,Samsung,Headphones,861,15,17,In Stock,Inactive,"Oxnard, California",New Customer,Middle age,0.08500736743477195,0.23640521381202834,5,873.75,0.058823529411764705
1050,Gold,FEMALE,3,8,9,47.36,406.92,19.34,47.36,NGN,Wallet,Delivered,0,On-Time,1,Corporate,6,176,1058,0,0,Credit Card,1,6,0,Online,Smartphones,Apple,Smartphones,637,5,16,In Stock,Inactive,"Oxnard, California",Old Customer,Middle age,0.11638651331957141,0.4083614864864865,1,176.33333333333334,0.0625
1051,Gold,FEMALE,4,6,9,405.18,3526.47,120.13,405.18,NGN,Bank Transfer,Cancelled,0,On-Time,1,SME,7,545,3815,5,10,PayPal,1,7,1,Online,Smart Watches,HP,Smart Watches,746,20,8,In Stock,Active,"San Francisco, California",Old Customer,Young,0.11489676645484012,0.29648551261167877,3,545.0,0.125
1052,Gold,FEMALE,4,6,6,729.59,4305.77,71.76,729.59,USD,Auto-Debit,Pending,94,Late,1,Corporate,10,703,7030,10,0,Credit Card,1,10,0,Online,Headphones,Sony,Headphones,1067,0,3,Low Stock,Active,"San Francisco, California",New Customer,Middle age,0.1694447218499827,0.09835661124741293,0,703.0,0.3333333333333333
1053,Gold,FEMALE,1,5,6,458.62,2705.59,46.1,458.62,NGN,Bank Transfer,Shipped,0,On-Time,1,SME,1,485,485,10,0,Cash,1,1,0,Offline,Headphones,Sony,Headphones,735,5,6,In Stock,Archived,"Louisville, Colorado",Old Customer,Middle age,0.16950831426786764,0.10051894814879421,1,485.0,0.16666666666666666
1054,Platinum,FEMALE,2,3,6,805.76,4573.67,220.03,805.76,USD,Debit Card,Returned,0,On-Time,1,Corporate,7,230,1611,0,5,Credit Card,1,7,0,Online,Smartphones,HP,Smartphones,1373,0,18,In Stock,Active,"Miami, Florida",Old Customer,Middle age,0.1761736198720065,0.27307138602065134,3,230.14285714285714,0.05555555555555555
1055,Silver,FEMALE,4,3,3,364.51,1047.45,46.09,364.51,NGN,Wallet,Shipped,112,Late,1,Retail,2,243,487,0,5,PayPal,1,2,0,Online,Smart Watches,Sony,Smart Watches,1286,0,11,In Stock,Inactive,"Lawrence, Massachusetts",Old Customer,Young,0.3479975177812783,0.12644371896518616,0,243.5,0.09090909090909091
1056,Bronze,MALE,3,6,6,495.25,2847.74,123.75,495.25,NGN,Bank Transfer,Delivered,0,On-Time,1,SME,9,321,2887,0,0,Mobile Money,1,9,0,Online,Tablets,Samsung,Tablets,660,5,11,In Stock,Archived,"Lawrence, Massachusetts",Old Customer,Middle age,0.1739098372744703,0.24987380111055021,0,320.77777777777777,0.09090909090909091
1057,Gold,MALE,4,3,9,14.06,121.92,4.6,14.06,USD,Bank Transfer,Delivered,49,Late,1,Retail,2,882,1765,10,5,PayPal,1,2,0,Online,Smartphones,Sony,Smartphones,302,10,6,In Stock,Archived,"Montreal, Quebec",New Customer,Middle age,0.1153215223097113,0.32716927453769556,6,882.5,0.16666666666666666
1058,Platinum,MALE,2,6,6,550.15,3202.84,98.05,550.15,EUR,Auto-Debit,Pending,0,On-Time,1,Retail,9,376,3387,5,10,Cash,1,9,0,Offline,Smart Watches,Samsung,Smart Watches,488,5,19,In Stock,Archived,"Montreal, Quebec",Old Customer,Middle age,0.1717694296312023,0.1782241206943561,0,376.3333333333333,0.05263157894736842
1059,Platinum,FEMALE,4,11,12,399.96,4583.25,216.27,399.96,EUR,Wallet,Cancelled,0,On-Time,1,Corporate,7,981,6866,15,0,Mobile Money,1,7,1,Online,Smart Watches,Sony,Smart Watches,795,15,19,In Stock,Inactive,"El Paso, Texas",Old Customer,Middle age,0.08726558664702994,0.5407290729072908,1,980.8571428571429,0.05263157894736842
1060,Gold,MALE,5,1,3,1251.44,3709.47,44.84,1251.44,EUR,Bank Transfer,Delivered,0,On-Time,1,Corporate,2,595,1190,15,8,PayPal,1,2,0,Online,Tablets,Apple,Tablets,230,0,4,In Stock,Active,"New York City, New York",Old Customer,Young,0.33736355867549817,0.035830723007095826,2,595.0,0.25
1061,Platinum,FEMALE,4,3,12,288.73,3354.18,97.46,288.73,USD,Bank Transfer,Cancelled,0,On-Time,1,Corporate,6,14,84,0,0,Mobile Money,1,6,1,Online,Tablets,Apple,Tablets,818,10,13,In Stock,Active,"Los Angeles, California",Old Customer,Old,0.0860806516048632,0.33754718941571704,9,14.0,0.07692307692307693
1062,Silver,FEMALE,2,3,3,1179.43,3413.74,124.54,1179.43,USD,Bank Transfer,Pending,0,On-Time,1,SME,1,76,76,5,10,Cash,1,1,0,Offline,Smart Watches,Samsung,Smart Watches,341,5,7,In Stock,Active,"Los Angeles, California",Old Customer,Young,0.34549497032580107,0.10559337985297983,0,76.0,0.14285714285714285
1063,Silver,FEMALE,4,4,6,770.44,4488.58,123.92,770.44,EUR,Auto-Debit,Shipped,25,Late,1,Corporate,9,153,1373,0,10,Mobile Money,1,9,0,Online,Smart Watches,Apple,Smart Watches,1460,5,15,In Stock,Active,"Paterson, New Jersey",Old Customer,Young,0.17164448444719713,0.16084315456103004,2,152.55555555555554,0.06666666666666667
1064,Silver,FEMALE,1,5,6,719.46,4176.94,139.82,719.46,NGN,Bank Transfer,Returned,0,On-Time,1,Retail,4,977,3907,0,10,Debit Card,1,4,0,Online,Smart Watches,Samsung,Smart Watches,28,15,7,In Stock,Active,"Paterson, New Jersey",New Customer,Young,0.17224571097502,0.19434019959414003,1,976.75,0.14285714285714285
1065,Silver,MALE,4,2,3,991.49,2844.63,106.14,991.49,USD,Wallet,Shipped,103,Late,1,Corporate,9,870,7826,5,5,Mobile Money,1,9,0,Online,Smart Watches,Samsung,Smart Watches,575,15,12,In Stock,Active,"Paterson, New Jersey",New Customer,Middle age,0.34854796581629244,0.107051004044418,1,869.5555555555555,0.08333333333333333
1066,Platinum,MALE,2,2,9,359.17,3083.57,149.0,359.17,NGN,Bank Transfer,Delivered,0,On-Time,1,Corporate,9,581,5225,5,8,Credit Card,1,9,0,Online,Smartphones,Sony,Smartphones,782,5,12,In Stock,Active,"Paterson, New Jersey",New Customer,Old,0.11647862704592404,0.4148453378622936,7,580.5555555555555,0.08333333333333333
1067,Silver,FEMALE,5,9,9,190.47,1648.58,24.71,190.47,NGN,Debit Card,Delivered,5,On-Time,1,SME,1,79,79,0,5,Credit Card,1,1,0,Online,Laptops,Other Brands,Laptops,891,5,8,In Stock,Active,"San Francisco, California",New Customer,Middle age,0.11553579444127673,0.12973171628077912,0,79.0,0.125
1068,Platinum,MALE,4,6,9,251.87,2237.84,29.01,251.87,USD,Auto-Debit,Pending,54,Late,1,Corporate,7,775,5426,10,10,Credit Card,1,7,0,Online,Laptops,Sony,Laptops,646,10,2,In Stock,Active,"Lancaster, Pennsylvania",Old Customer,Middle age,0.11255049512029457,0.11517846508119269,3,775.1428571428571,0.5
1069,Silver,MALE,3,6,6,824.26,4689.11,222.4,824.26,EUR,Wallet,Cancelled,0,On-Time,1,Corporate,9,508,4570,10,0,Credit Card,1,9,1,Online,Headphones,HP,Headphones,5,0,3,In Stock,Active,"Columbus, Georgia",New Customer,Old,0.17578175815879774,0.26981777594448353,0,507.77777777777777,0.3333333333333333
1070,Gold,MALE,2,1,12,199.01,2284.54,103.6,199.01,NGN,Debit Card,Delivered,13,On-Time,1,Retail,8,749,5991,10,0,Mobile Money,1,8,0,Online,Smartphones,Other Brands,Smartphones,900,15,5,In Stock,Archived,"New York City, New York",New Customer,Middle age,0.08711162859919283,0.5205768554344002,11,748.875,0.2
1071,Platinum,FEMALE,5,9,12,398.78,4566.32,219.09,398.78,NGN,Debit Card,Cancelled,0,On-Time,1,Retail,8,154,1232,0,0,Credit Card,1,8,1,Online,Laptops,Samsung,Laptops,717,10,14,In Stock,Inactive,"Coral Springs, Florida",New Customer,Middle age,0.0873307170763328,0.5494006720497517,3,154.0,0.07142857142857142
1072,Bronze,MALE,1,2,12,340.08,3897.3,183.68,340.08,NGN,Bank Transfer,Pending,133,Late,1,SME,3,54,162,5,8,Credit Card,1,3,0,Online,Headphones,Apple,Headphones,33,0,12,In Stock,Active,"Dallas, Texas",New Customer,Middle age,0.08726041105380647,0.5401082098329805,10,54.0,0.08333333333333333
1073,Gold,FEMALE,3,6,12,93.9,1096.41,14.14,93.9,NGN,Bank Transfer,Shipped,0,On-Time,1,Retail,9,263,2363,15,5,PayPal,1,9,0,Online,Laptops,Apple,Laptops,1016,0,4,In Stock,Active,"Philadelphia, Pennsylvania",Old Customer,Old,0.08564314444414042,0.15058572949946752,6,262.55555555555554,0.25
1074,Gold,FEMALE,1,5,12,310.19,3551.6,149.77,310.19,EUR,Wallet,Returned,5,On-Time,1,SME,9,959,8628,15,8,PayPal,1,9,0,Online,Laptops,Samsung,Laptops,1103,15,6,Low Stock,Archived,"Philadelphia, Pennsylvania",Old Customer,Young,0.08733810113751549,0.48283310229214355,7,958.6666666666666,0.16666666666666666
1075,Silver,FEMALE,5,4,9,175.95,1510.85,72.7,175.95,USD,Wallet,Shipped,0,On-Time,1,SME,5,742,3711,10,10,PayPal,1,5,0,Online,Laptops,Sony,Laptops,281,0,5,In Stock,Inactive,"Arvada, Colorado",Old Customer,Old,0.11645762319224277,0.4131855640807048,5,742.2,0.2
1076,Bronze,FEMALE,5,3,3,899.16,2598.81,98.68,899.16,NGN,Debit Card,Delivered,103,Late,1,Retail,9,139,1248,10,0,Cash,1,9,0,Offline,Smart Watches,Sony,Smart Watches,533,15,15,In Stock,Inactive,"Arvada, Colorado",Old Customer,Young,0.3459891257921895,0.10974687486098138,0,138.66666666666666,0.06666666666666667
1077,Silver,MALE,5,1,3,1478.59,4283.0,152.78,1478.59,EUR,Auto-Debit,Delivered,103,Late,1,Retail,6,406,2433,15,8,Credit Card,1,6,0,Online,Smartphones,Apple,Smartphones,855,5,18,In Stock,Archived,"Arvada, Colorado",New Customer,Middle age,0.3452229745505487,0.10332817075727552,2,405.5,0.05555555555555555
1078,Gold,MALE,1,8,9,138.55,1203.08,43.88,138.55,USD,Bank Transfer,Pending,0,On-Time,1,Corporate,2,592,1185,10,8,Credit Card,1,2,0,Online,Smart Watches,Apple,Smart Watches,228,15,18,In Stock,Inactive,"Arvada, Colorado",Old Customer,Middle age,0.11516274894437611,0.3167087693973295,1,592.5,0.05555555555555555
1079,Platinum,MALE,2,3,9,28.69,255.02,3.21,28.69,NGN,Debit Card,Cancelled,0,On-Time,1,SME,3,432,1297,0,10,Cash,1,3,1,Offline,Laptops,HP,Laptops,973,20,8,In Stock,Archived,"Chicago, Illinois",New Customer,Young,0.1125009803152694,0.11188567445102823,6,432.3333333333333,0.125
1080,Bronze,FEMALE,3,2,6,756.11,4395.51,141.14,756.11,EUR,Debit Card,Delivered,94,Late,1,SME,1,961,961,10,8,Credit Card,1,1,0,Online,Headphones,Sony,Headphones,581,5,16,In Stock,Inactive,"Philadelphia, Pennsylvania",New Customer,Old,0.1720187191019927,0.18666596130192695,4,961.0,0.0625
1081,Silver,FEMALE,4,4,6,232.26,1312.58,46.89,232.26,USD,Auto-Debit,Cancelled,79,Late,1,Retail,4,75,300,10,10,Credit Card,1,4,1,Online,Smartphones,HP,Smartphones,865,20,14,In Stock,Archived,"Philadelphia, Pennsylvania",Old Customer,Young,0.17694921452406712,0.20188581761818652,2,75.0,0.07142857142857142
1082,Silver,FEMALE,5,9,12,381.49,4521.37,56.48,381.49,USD,Bank Transfer,Pending,0,On-Time,1,Corporate,7,353,2468,10,0,Cash,1,7,0,Offline,Headphones,Apple,Headphones,1044,10,15,In Stock,Archived,"Seattle, Washington",Old Customer,Old,0.08437486867918352,0.14805106293742953,3,352.57142857142856,0.06666666666666667
1083,Platinum,FEMALE,3,11,12,27.99,296.03,13.14,27.99,USD,Wallet,Shipped,70,Late,1,Retail,2,407,814,0,10,Credit Card,1,2,0,Online,Smartphones,HP,Smartphones,793,20,5,In Stock,Archived,"San Diego, California",Old Customer,Middle age,0.0945512279160896,0.4694533762057878,1,407.0,0.2
1084,Platinum,FEMALE,3,5,6,823.95,4748.82,194.88,823.95,USD,Auto-Debit,Returned,0,On-Time,1,Corporate,5,14,71,10,0,Debit Card,1,5,0,Online,Laptops,Sony,Laptops,753,10,8,In Stock,Inactive,"San Diego, California",Old Customer,Middle age,0.1735062605026091,0.2365192062625159,1,14.2,0.125
1085,Silver,MALE,1,2,6,836.64,4844.21,175.65,836.64,USD,Auto-Debit,Shipped,69,Late,1,SME,3,400,1199,5,0,Credit Card,1,3,0,Online,Smart Watches,Other Brands,Smart Watches,1432,15,3,In Stock,Active,"Seattle, Washington",Old Customer,Old,0.17270927560943888,0.2099469305794607,4,399.6666666666667,0.3333333333333333
1086,Silver,FEMALE,1,3,12,109.29,1269.59,41.89,109.29,EUR,Wallet,Delivered,28,Late,1,Retail,8,998,7987,0,10,Debit Card,1,8,0,Online,Smart Watches,Other Brands,Smart Watches,459,10,9,In Stock,Archived,"Seattle, Washington",New Customer,Old,0.08608290865555022,0.3832921584774453,9,998.375,0.1111111111111111
1087,Bronze,FEMALE,3,3,3,1708.67,4924.19,201.82,1708.67,EUR,Bank Transfer,Delivered,55,Late,1,Retail,9,399,3595,15,5,Cash,1,9,0,Offline,Tablets,Samsung,Tablets,495,20,10,In Stock,Inactive,"Anaheim, California",New Customer,Middle age,0.3469951403174939,0.11811525923671627,0,399.44444444444446,0.1
1088,Bronze,FEMALE,1,2,9,270.92,2365.53,72.71,270.92,USD,Bank Transfer,Pending,0,On-Time,1,SME,8,348,2783,15,10,Mobile Money,1,8,0,Online,Tablets,Other Brands,Tablets,1413,0,19,In Stock,Archived,"Los Angeles, California",Old Customer,Middle age,0.11452824525582005,0.26838181012845114,7,347.875,0.05263157894736842
1089,Bronze,FEMALE,4,10,12,25.72,302.56,6.07,25.72,NGN,Wallet,Cancelled,0,On-Time,1,Retail,4,225,902,5,5,Mobile Money,1,4,1,Online,Smart Watches,Sony,Smart Watches,664,0,17,In Stock,Archived,"Troy, Ohio",Old Customer,Young,0.08500793231094658,0.2360031104199067,2,225.5,0.058823529411764705
1090,Gold,MALE,4,5,9,155.28,1342.34,55.22,155.28,NGN,Debit Card,Delivered,0,On-Time,1,SME,4,193,770,5,5,Credit Card,1,4,0,Online,Smartphones,Other Brands,Smartphones,260,10,11,In Stock,Archived,"Broken Arrow, Oklahoma",New Customer,Old,0.11567859111700464,0.3556156620298815,4,192.5,0.09090909090909091
1091,Silver,MALE,1,5,9,306.42,2695.37,31.9,306.42,NGN,Debit Card,Cancelled,107,Late,1,Retail,4,579,2317,0,5,Cash,1,4,1,Offline,Smart Watches,Sony,Smart Watches,645,0,18,In Stock,Inactive,"Broken Arrow, Oklahoma",Old Customer,Old,0.11368383561440545,0.10410547614385483,4,579.25,0.05555555555555555
1092,Gold,FEMALE,2,6,12,256.38,2997.35,40.16,256.38,USD,Bank Transfer,Pending,0,On-Time,1,SME,9,547,4926,0,5,Debit Card,1,9,0,Online,Smart Watches,Other Brands,Smart Watches,915,10,10,In Stock,Inactive,"Los Angeles, California",New Customer,Young,0.08553555640816055,0.15664248381308993,6,547.3333333333334,0.1
1093,Gold,MALE,4,5,9,98.32,865.01,19.87,98.32,USD,Bank Transfer,Shipped,0,On-Time,1,Corporate,10,775,7752,0,5,Mobile Money,1,10,0,Online,Headphones,Sony,Headphones,1077,5,7,In Stock,Inactive,"Spokane, Washington",New Customer,Young,0.11366342585634848,0.2020951993490643,4,775.2,0.14285714285714285
1094,Silver,MALE,3,5,9,139.77,1214.56,43.41,139.77,USD,Debit Card,Returned,56,Late,1,SME,1,676,676,5,0,Credit Card,1,1,0,Online,Smart Watches,Apple,Smart Watches,912,20,4,In Stock,Active,"Evanston, Illinois",Old Customer,Middle age,0.11507871163219603,0.31058166988624164,4,676.0,0.25
1095,Gold,MALE,1,4,6,404.89,2376.63,52.69,404.89,USD,Debit Card,Shipped,0,On-Time,1,SME,6,532,3192,10,0,Cash,1,6,0,Offline,Smartphones,Apple,Smartphones,848,10,11,In Stock,Inactive,"Los Angeles, California",New Customer,Middle age,0.1703630771302222,0.13013411049914791,2,532.0,0.09090909090909091
1096,Platinum,FEMALE,2,4,6,170.99,966.15,30.23,170.99,USD,Debit Card,Delivered,26,Late,1,Corporate,3,408,1224,10,8,Debit Card,1,3,0,Online,Smartphones,HP,Smartphones,24,15,18,In Stock,Active,"Los Angeles, California",Old Customer,Middle age,0.1769808000828029,0.17679396455933094,2,408.0,0.05555555555555555
1097,Gold,MALE,3,3,6,185.22,1057.34,42.68,185.22,NGN,Bank Transfer,Delivered,0,On-Time,1,SME,3,546,1637,0,8,Debit Card,1,3,0,Online,Tablets,Apple,Tablets,1641,5,3,In Stock,Archived,"Decatur, Illinois",New Customer,Old,0.17517544025573611,0.23042867940827125,3,545.6666666666666,0.3333333333333333
